number ;Samples_ID;Collection_month;Year_collection;Collection_date;Block_ID;Lake_ID;filter_pore_size;Bological_Replicates;UTC;Hour_Collection_start;Hour_Collection_end;L_F;L_M;L_SC;L_SL;L_tot_filtered;Treatment;Sampling_type;Pompe;expe;Comments_field;Transfer_date;Extraction_date
213;L6_0.45_Aug22;August;2022;18.08.2022;B2;L6;0.45;NA;summer;14:00:00;14:18:00;1;1;1;0,97;3,97;NP;Monthly;two;NA;;;
214;L7_0.1_Aug22;August;2022;18.08.2022;B2;L7;0.1;NA;summer;14:00:00;14:15:00;1;1;1;1;4;none;Monthly;one;NA;;;
215;L7_0.45_Aug22;August;2022;18.08.2022;B2;L7;0.45;NA;summer;14:00:00;14:15:00;1;1;1;1;4;none;Monthly;one;NA;;;
216;L8_0.1_Aug22;August;2022;18.08.2022;B2;L8;0.1;NA;summer;14:17:00;14:28:00;1;1;1;1;4;N;Monthly;four;NA;;;
217;L8_0.45_Aug22;August;2022;18.08.2022;B2;L8;0.45;NA;summer;14:17:00;14:28:00;1;1;1;1;4;N;Monthly;four;NA;;;
218;L9_0.1_Aug22;August;2022;18.08.2022;B3;L9;0.1;NA;summer;14:54:00;15:09:00;1;1;1;1;4;NP;Monthly;three;NA;;;
219;L9_0.45_Aug22;August;2022;18.08.2022;B3;L9;0.45;NA;summer;14:54:00;15:09:00;1;1;1;1;4;NP;Monthly;three;NA;;;
220;L10_0.1_Aug22;August;2022;18.08.2022;B3;L10;0.1;NA;summer;14:33:00;14:47:00;1;1;1;0,95;3,95;P;Monthly;two;NA;;;
221;L10_0.45_Aug22;August;2022;18.08.2022;B3;L10;0.45;NA;summer;14:33:00;14:47:00;1;1;1;0,95;3,95;P;Monthly;two;NA;;;
222;L11_0.1_Aug22;August;2022;18.08.2022;B3;L11;0.1;NA;summer;14:25:00;15:00:00;1;1;0,8;0,68;3,48;N;Monthly;one;NA;;;
223;L11_0.45_Aug22;August;2022;18.08.2022;B3;L11;0.45;NA;summer;14:25:00;15:00:00;1;1;0,8;0,68;3,48;N;Monthly;one;NA;;;
224;L12_0.1_Aug22;August;2022;18.08.2022;B3;L12;0.1;NA;summer;14:52:00;15:21:00;1;1;0,7;0,7;3,4;none;Monthly;four;NA;;;
225;L12_0.45_Aug22;August;2022;18.08.2022;B3;L12;0.45;NA;summer;14:52:00;15:21:00;1;1;0,7;0,7;3,4;none;Monthly;four;NA;;;
226;T1_0.1_blue_Sept22;September ;2022;20.09.2022;B2;L5;0.1;blue;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
227;T1_0.1_orange_Sept22;September ;2022;20.09.2022;B2;L5;0.1;orange ;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
228;T1_0.1_red_Sept22;September;2022;20.09.2022;B2;L5;0.1;red;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
229;T1_0.45_blue_Sept22;September;2022;20.09.2022;B2;L5;0.45;blue;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
230;T1_0.45_orange_Sept22;September;2022;20.09.2022;B2;L5;0.45;orange ;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
231;T1_0.45_red_Sept22;September;2022;20.09.2022;B2;L5;0.45;red;summer;10:00:00;10:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;Fail on the 20.09, we did it on the 21.09 and we used the 0.1 capsule from the day before. ;;
232;T2_0.1_blue_Sept22;September;2022;20.09.2022;B2;L5;0.1;blue;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
233;T2_0.1_orange_Sept22;September;2022;20.09.2022;B2;L5;0.1;orange ;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
234;T2_0.1_red_Sept22;September;2022;20.09.2022;B2;L5;0.1;red;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
235;T2_0.45_blue_Sept22;September;2022;20.09.2022;B2;L5;0.45;blue;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
236;T2_0.45_orange_Sept22;September;2022;20.09.2022;B2;L5;0.45;orange ;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
237;T2_0.45_red_Sept22;September;2022;20.09.2022;B2;L5;0.45;red;summer;14:00:00;14:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
238;T3_0.1_blue_Sept22;September;2022;20.09.2022;B2;L5;0.1;blue;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
239;T3_0.1_orange_Sept22;September;2022;20.09.2022;B2;L5;0.1;orange ;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
240;T3_0.1_red_Sept22;September;2022;20.09.2022;B2;L5;0.1;red;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
241;T3_0.45_blue_Sept22;September;2022;20.09.2022;B2;L5;0.45;blue;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
242;T3_0.45_orange_Sept22;September;2022;20.09.2022;B2;L5;0.45;orange ;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
243;T3_0.45_red_Sept22;September;2022;20.09.2022;B2;L5;0.45;red;summer;18:00:00;18:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
244;T4_0.1_blue_Sept22;September;2022;20.09.2022;B2;L5;0.1;blue;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
245;T4_0.1_orange_Sept22;September;2022;20.09.2022;B2;L5;0.1;orange ;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
246;T4_0.1_red_Sept22;September;2022;20.09.2022;B2;L5;0.1;red;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
247;T4_0.45_blue_Sept22;September;2022;20.09.2022;B2;L5;0.45;blue;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
248;T4_0.45_orange_Sept22;September;2022;20.09.2022;B2;L5;0.45;orange ;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
249;T4_0.45_red_Sept22;September;2022;20.09.2022;B2;L5;0.45;red;summer;22:00:00;22:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
250;T5_0.1_blue_Sept22;September;2022;21.09.2022;B2;L5;0.1;blue;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
251;T5_0.1_orange_Sept22;September;2022;21.09.2022;B2;L5;0.1;orange ;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
252;T5_0.1_red_Sept22;September;2022;21.09.2022;B2;L5;0.1;red;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
253;T5_0.45_blue_Sept22;September;2022;21.09.2022;B2;L5;0.45;blue;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
254;T5_0.45_orange_Sept22;September;2022;21.09.2022;B2;L5;0.45;orange ;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
255;T5_0.45_red_Sept22;September;2022;21.09.2022;B2;L5;0.45;red;summer;02:00:00;02:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
256;T6_0.1_blue_Sept22;September;2022;21.09.2022;B2;L5;0.1;blue;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
257;T6_0.1_orange_Sept22;September;2022;21.09.2022;B2;L5;0.1;orange ;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
258;T6_0.1_red_Sept22;September;2022;21.09.2022;B2;L5;0.1;red;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
259;T6_0.45_blue_Sept22;September;2022;21.09.2022;B2;L5;0.45;blue;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
260;T6_0.45_orange_Sept22;September;2022;21.09.2022;B2;L5;0.45;orange ;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
261;T6_0.45_red_Sept22;September;2022;21.09.2022;B2;L5;0.45;red;summer;06:00:00;06:30:00;0,5;0,5;0,5;0,5;2;P;Daily;triple;JG_GL;;;
262;ctrl_0.1_Daily_Sept22;September;2022;21.09.2022;NA;NA;0.1;NA;summer;22:00:00;22:00:00;NA;NA;NA;NA;NA;ctrl_neg_field;Daily;NA;JG_GL;;;
263;ctrl_0.45_Daily_Sept22;September;2022;21.09.2022;NA;NA;0.45;NA;summer;22:00:00;22:00:00;NA;NA;NA;NA;NA;ctrl_neg_field;Daily;NA;JG_GL;;;
264;L1_0.1_Sept22;September;2022;22.09.2022;B1;L1;0.1;NA;summer;13:25:00;13:47:00;1;1;1;1;4;N;Monthly;four;NA;;;
265;L1_0.45_Sept22;September;2022;22.09.2022;B1;L1;0.45;NA;summer;13:25:00;13:47:00;1;1;1;1;4;N;Monthly;four;NA;;;
266;L2_0.1_Sept22;September;2022;22.09.2022;B1;L2;0.1;NA;summer;13:25:00;13:49:00;1;1;1;0,9;3,9;none;Monthly;two;NA;;;
267;L2_0.45_Sept22;September;2022;22.09.2022;B1;L2;0.45;NA;summer;13:25:00;13:49:00;1;1;1;0,9;3,9;none;Monthly;two;NA;;;
268;L3_0.1_Sept22;September;2022;22.09.2022;B1;L3;0.1;NA;summer;13:25:00;13:57:00;1;1;1;0,9;3,9;NP;Monthly;one;NA;;;
269;L3_0.45_Sept22;September;2022;22.09.2022;B1;L3;0.45;NA;summer;13:25:00;13:57:00;1;1;1;0,9;3,9;NP;Monthly;one;NA;;;
270;L4_0.1_Sept22;September;2022;22.09.2022;B1;L4;0.1;NA;summer;13:30:00;13:38:00;1;1;1;1;4;P;Monthly;three;NA;;;
271;L4_0.45_Sept22;September;2022;22.09.2022;B1;L4;0.45;NA;summer;13:30:00;13:38:00;1;1;1;1;4;P;Monthly;three;NA;;;
272;L5_0.1_Sept22;September;2022;22.09.2022;B2;L5;0.1;NA;summer;14:02:00;14:41:00;1;0,65;0,4;0,4;2,45;P;Monthly;four;BD;;;
273;L5_0.45_Sept22;September;2022;22.09.2022;B2;L5;0.45;NA;summer;14:02:00;14:41:00;1;0,65;0,4;0,4;2,45;P;Monthly;four;BD;eau verte ;;
274;L6_0.1_Sept22;September;2022;22.09.2022;B2;L6;0.1;NA;summer;14:08:00;14:16:00;1;1;1;1;4;NP;Monthly;two;NA;;;
275;L6_0.45_Sept22;September;2022;22.09.2022;B2;L6;0.45;NA;summer;14:08:00;14:16:00;1;1;1;1;4;NP;Monthly;two;NA;;;
276;L7_0.1_Sept22;September;2022;22.09.2022;B2;L7;0.1;NA;summer;14:10:00;14:30:00;1;1;1;1;4;none;Monthly;one;NA;;;
277;L7_0.45_Sept22;September;2022;22.09.2022;B2;L7;0.45;NA;summer;14:10:00;14:30:00;1;1;1;1;4;none;Monthly;one;NA;;;
278;L8_0.1_Sept22;September;2022;22.09.2022;B2;L8;0.1;NA;summer;13:47:00;14:02:00;1;1;1;1;4;N;Monthly;three;NA;;;
279;L8_0.45_Sept22;September;2022;22.09.2022;B2;L8;0.45;NA;summer;13:47:00;14:02:00;1;1;1;1;4;N;Monthly;three;NA;;;
280;L9_0.1_Sept22;September;2022;22.09.2022;B3;L9;0.1;NA;summer;14:59:00;15:29:00;1;1;1;0,65;3,65;NP;Monthly;four;NA;;;
281;L9_0.45_Sept22;September;2022;22.09.2022;B3;L9;0.45;NA;summer;14:59:00;15:29:00;1;1;1;0,65;3,65;NP;Monthly;four;NA;;;
282;L10_0.1_Sept22;September;2022;22.09.2022;B3;L10;0.1;NA;summer;14:45:00;15:00:00;1;1;1;1;4;P;Monthly;two;NA;;;
283;L10_0.45_Sept22;September;2022;22.09.2022;B3;L10;0.45;NA;summer;14:45:00;15:00:00;1;1;1;1;4;P;Monthly;two;NA;;;
284;L11_0.1B_Sept22;September;2022;22.09.2022;B3;L11;0.1;blue;summer;14:50:00;15:10:00;1;1;1;1;4;N;Monthly;triple;NA;;;
285;L11_0.45B_Sept22;September;2022;22.09.2022;B3;L11;0.45;blue;summer;14:50:00;15:10:00;1;1;1;1;4;N;Monthly;triple;NA;;;
286;L11_0.1O_Sept22;September;2022;22.09.2022;B3;L11;0.1;orange ;summer;14:50:00;15:10:00;1;1;1;1;4;N;Monthly;triple;NA;;;
287;L11_0.45O_Sept22;September;2022;22.09.2022;B3;L11;0.45;orange ;summer;14:50:00;15:10:00;1;1;1;1;4;N;Monthly;triple;NA;;;
